;;;;;;;;;;;;;;;;;;;;;;
PRODUCCIÓN METÁLICA ENERO - OCTUBRE 2022;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
METAL;UNIDAD DE MEDIDA;ETAPA;PROCESO;ESTRATO;TITULAR;UNIDAD;REGIÓN;PROVINCIA;DISTRITO;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;ACUM. ENE-DIC
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;EMPRESA ADMINISTRADORA CERRO S.A.C.;PARAGSHA-OCROYOC;PASCO;PASCO;SIMON BOLIVAR; 3,026.5 ; 3,122.1 ; 3,238.2 ; 3,379.2 ; 4,303.9 ; 3,355.2 ; 3,100.9 ; 3,590.7 ; 3,303.6 ; 3,082.5 ; -   ; -   ; 33,503 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;EMPRESA MINERA LOS QUENUALES S.A.;ACUMULACION CASAPALCA;LIMA;HUAROCHIRI;CHICLA; 7,368.3 ; 6,904.1 ; 5,534.5 ; 7,505.9 ; 7,337.0 ; 8,670.9 ; 7,562.1 ; 5,483.8 ; 7,801.1 ; 7,643.9 ; -   ; -   ; 71,811 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;HUDBAY PERÚ S.A.C.;CONSTANCIA;CUSCO;CHUMBIVILCAS;VELILLE; 5,443.1 ; 4,618.8 ; 5,663.0 ; 6,572.0 ; 5,770.1 ; 5,829.4 ; 5,680.0 ; 5,722.7 ; 6,149.0 ; 8,163.7 ; -   ; -   ; 59,612 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MARCOBRE S.A.C.;PLANTA DE OXIDOS Y PLANTA DE SULFUROS;ICA;NASCA;MARCONA; 7,976.2 ; 6,120.4 ; 6,585.0 ; 5,598.4 ; 5,442.5 ; 10,191.8 ; 5,589.6 ; 6,613.6 ; 9,991.6 ; 9,916.6 ; -   ; -   ; 74,025 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINERA BATEAS S.A.C.;HUAYLLACHO;AREQUIPA;CAYLLOMA;CAYLLOMA; 3,539.7 ; 3,002.7 ; 2,980.4 ; 2,620.3 ; 2,764.7 ; 2,750.9 ; 3,047.8 ; 2,845.9 ; 2,961.7 ; 2,726.4 ; -   ; -   ; 29,240 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINERA CHINALCO PERÚ S.A.;PROYECTO TOROMOCHO;JUNÍN;YAULI;YAULI; 14,137.0 ; 14,993.5 ; 14,452.4 ; 13,305.7 ; 18,100.1 ; 18,495.9 ; 21,281.7 ; 16,973.7 ; 21,134.7 ; 14,458.2 ; -   ; -   ; 167,333 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINERA COLQUISIRI S.A.;COLQUISIRI;LIMA;HUARAL;HUARAL; 2,358.9 ; 2,182.4 ; 2,481.0 ; 2,808.3 ; 2,896.6 ; 2,238.3 ; 2,199.4 ; 2,668.0 ; 2,393.0 ; 2,317.6 ; -   ; -   ; 24,544 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINERA EL PALACIO DEL CONDOR S.A.C.;PALACIO DEL CONDOR;AREQUIPA;CAYLLOMA;CAYLLOMA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINERA SHOUXIN PERÚ S.A.;PLANTA CONCENTRADORA POLIMETALICA MSP;ICA;NASCA;MARCONA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;MINERA TITAN DEL PERÚ S.R.L.;BELEN;AREQUIPA;CARAVELI;CHALA; 209.8 ; 139.4 ; 142.2 ; 112.0 ; 186.7 ; 143.8 ; 158.2 ; 99.3 ; 136.1 ; 195.7 ; -   ; -   ; 1,523 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;NEXA RESOURCES ATACOCHA S.A.A.;CHICRIN Nº 2;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN; 2,810.5 ; 2,374.0 ; 1,815.5 ; 3,008.5 ; 1,932.9 ; 3,134.2 ; 2,922.8 ; 2,508.8 ; 2,804.0 ; 4,734.4 ; -   ; -   ; 28,046 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;NEXA RESOURCES EL PORVENIR S.A.C.;ACUMULACION AQUILES 101;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN; 10,991.2 ; 9,128.3 ; 10,154.2 ; 9,134.7 ; 10,376.8 ; 10,958.6 ; 11,020.1 ; 11,113.2 ; 10,365.7 ; 12,258.8 ; -   ; -   ; 105,502 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;NEXA RESOURCES PERÚ S.A.A.;CERRO LINDO;ICA;CHINCHA;CHAVIN; 7,730.2 ; 10,895.5 ; 11,545.1 ; 10,853.4 ; 11,205.7 ; 16,470.9 ; 15,264.8 ; 11,809.2 ; 8,169.0 ; 9,331.4 ; -   ; -   ; 113,275 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;PAN AMERICAN SILVER HUARON S.A.;CONCENTRADORA FRANCOIS;PASCO;PASCO;HUAYLLAY; 8,235.6 ; 8,992.3 ; 8,268.1 ; 9,155.8 ; 7,823.1 ; 8,250.8 ; 8,846.7 ; 8,349.4 ; 7,253.7 ; 10,265.9 ; -   ; -   ; 85,441 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;RECUPERADA SOCIEDAD ANONIMA CERRADA - RECUPERADA S.A.C.;CONC. CORRALPAMPA;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA; 169.3 ; 157.9 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 327 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SOCIEDAD MINERA AUSTRIA DUVAZ S.A.C.;UEA AUSTRIA DUVAZ;JUNÍN;YAULI;MOROCOCHA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SOCIEDAD MINERA CORONA S.A.;PLANTA DE BENEFICIO YAURICOCHA CHUMPE;LIMA;YAUYOS;ALIS; 3,460.1 ; 2,909.7 ; 2,482.0 ; 2,723.4 ; 2,886.6 ; 3,754.6 ; 3,699.8 ; 3,934.1 ; 1,255.9 ; 816.6 ; -   ; -   ; 27,923 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SOCIEDAD MINERA EL BROCAL S.A.A.;HDA. DE BENEF. HUARAUCACA;PASCO;PASCO;TINYAHUARCO; 12,217.8 ; 8,752.2 ; 11,990.0 ; 9,519.1 ; 9,511.0 ; 5,829.0 ; 6,573.5 ; 7,200.8 ; 10,979.0 ; 9,069.9 ; -   ; -   ; 91,642 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SOUTHERN PERÚ COPPER CORPORATION SUCURSAL DEL PERÚ;CONC. DE BOTIFLACA;MOQUEGUA;MARISCAL NIETO;TORATA; 6,179.8 ; 7,077.9 ; -   ; 1,946.1 ; 6,786.8 ; 7,589.3 ; 6,403.7 ; 7,067.1 ; 7,007.4 ; 7,423.2 ; -   ; -   ; 57,481 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;SOUTHERN PERÚ COPPER CORPORATION SUCURSAL DEL PERÚ;CONCENTRADORA TOQUEPALA;TACNA;JORGE BASADRE;ILABAYA; 6,460.0 ; 5,190.2 ; 5,310.0 ; 4,652.9 ; 5,252.4 ; 5,440.8 ; 5,536.5 ; 6,043.3 ; 5,684.6 ; 6,520.1 ; -   ; -   ; 56,091 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;VOLCAN COMPAÑÍA MINERA S.A.A.;ANDAYCHAGUA;JUNÍN;YAULI;HUAY-HUAY; 5,201.8 ; 3,900.6 ; 5,616.2 ; 3,243.8 ; 3,469.9 ; 3,959.8 ; 4,052.9 ; 4,671.6 ; 4,247.6 ; 15,596.1 ; -   ; -   ; 53,960 
PLATA;KG. FINOS;CONCENTRACIÓN;FLOTACIÓN;RÉGIMEN GENERAL;VOLCAN COMPAÑÍA MINERA S.A.A.;CONC. LA VICTORIA;JUNÍN;YAULI;YAULI; 13,463.4 ; 13,930.2 ; 14,433.9 ; 14,584.8 ; 13,216.8 ; 10,291.1 ; 12,836.3 ; 13,902.0 ; 10,594.1 ; -   ; -   ; -   ; 117,253 
PLATA;KG. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COMPAÑÍA MINERA ATAHUALPA S.A.C.;LAS GEMELAS;AREQUIPA;CARAVELI;QUICACHA; 155.5 ; 97.8 ; 109.2 ; 98.2 ; 51.6 ; 30.7 ; -   ; -   ; -   ; -   ; -   ; -   ; 543 
PLATA;KG. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EL PACIFICO DORADO S.A.C.;MIRIAM PILAR UNO;ÁNCASH;SANTA;CACERES DEL PERÚ; -   ; 147.7 ; -   ; -   ; -   ; -   ; -   ; -   ; 34.3 ; 54.8 ; -   ; -   ; 237 
PLATA;KG. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;KORIMALLKO MINERALS  S.A.C.;HUAYUMPAY;APURÍMAC;GRAU;TURPAY; -   ; -   ; -   ; -   ; -   ; -   ; 0.4 ; 0.3 ; 0.3 ; 0.4 ; -   ; -   ; 1 
PLATA;KG. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;MINERA EL PALACIO DEL CONDOR S.A.C.;PALACIO DEL CONDOR;AREQUIPA;CAYLLOMA;CAYLLOMA; -   ; -   ; 45.6 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 46 
PLATA;KG. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;MINERIA CORPORATIVA S.A.C.;COPE MINA;HUANCAVELICA;CASTROVIRREYNA;CAPILLAS; 52.6 ; 46.6 ; 46.6 ; 48.1 ; 23.9 ; 15.0 ; -   ; 32.6 ; 42.9 ; 26.2 ; -   ; -   ; 335 
PLATA;KG. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;SOCIEDAD MINERA ANDEREAL S.A.C.;CUNCA;CUSCO;CANAS;LAYO; 216.7 ; 206.9 ; 218.1 ; 236.8 ; 224.1 ; 257.8 ; 406.5 ; 358.2 ; 230.2 ; 250.7 ; -   ; -   ; 2,606 
PLATA;KG. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;COMPAÑÍA MINERA ANTAPACCAY S.A.;ACUMULACION ANTAPACCAY;CUSCO;ESPINAR;ESPINAR; 0.7 ; -   ; 1.4 ; 0.4 ; 1.6 ; -   ; 1.6 ; -   ; -   ; -   ; -   ; -   ; 6 
PLATA;KG. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;MINERA EL PALACIO DEL CONDOR S.A.C.;PALACIO DEL CONDOR;AREQUIPA;CAYLLOMA;CAYLLOMA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
PLATA;KG. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;RÉGIMEN GENERAL;PROCESADORA DE MINERALES UNION S.A.C.;SANTA BARBARA-A;LA LIBERTAD;GRAN CHIMU;SAYAPULLO; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;PEQUEÑO PRODUCTOR MINERO;ANALYTICA MINERAL SERVICES S.A.C.;PLANTA DE PROCESOS ORION;AREQUIPA;CARAVELI;CHALA; 138.4 ; 97.6 ; 125.1 ; 87.6 ; 76.1 ; 85.8 ; 113.1 ; 102.6 ; 83.2 ; 89.6 ; -   ; -   ; 999 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;PEQUEÑO PRODUCTOR MINERO;AUREX S.A.C.;ANDES;PASCO;PASCO;SIMON BOLIVAR; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;PEQUEÑO PRODUCTOR MINERO;COMPAÑÍA MINERA CORIRE S.A.C.;PLTA DE BENEF. ISHIHUINCA;AREQUIPA;CARAVELI;CARAVELI; 2.1 ; 1.6 ; 2.9 ; 5.2 ; 3.0 ; 7.7 ; 6.5 ; 5.6 ; 2.9 ; 1.7 ; -   ; -   ; 39 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;PEQUEÑO PRODUCTOR MINERO;COMPAÑÍA MINERA SOL DE LOS ANDES S.A.C.;PLANTA DE BENEFICIO BARRENO;AREQUIPA;CONDESUYOS;YANAQUIHUA; -   ; 45.5 ; 22.4 ; 37.5 ; 2.6 ; 1.6 ; 1.8 ; 2.0 ; 3.0 ; 110.7 ; -   ; -   ; 227 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;PEQUEÑO PRODUCTOR MINERO;JONGOS E.I.R.L.;PLANTA DE BENEFICIO DE MINERALES AURIFEROS JONGOS;LA LIBERTAD;SANCHEZ CARRION;SARIN; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 51.0 ; -   ; 95.0 ; -   ; -   ; 146 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;PEQUEÑO PRODUCTOR MINERO;LA JOYA MINING S.A.C.;PLANTA DE BENEFICIO LA JOYA;AREQUIPA;AREQUIPA;LA JOYA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;PEQUEÑO PRODUCTOR MINERO;LAS BRAVAS N° 2 DE ICA S.A.C.;PLANTA DE BENEFICIO ARASQUI;AREQUIPA;CARAVELI;CHAPARRA; 2.5 ; 1.2 ; 1.1 ; 1.3 ; 1.9 ; 2.7 ; 3.2 ; 3.1 ; 2.6 ; 2.4 ; -   ; -   ; 22 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;PEQUEÑO PRODUCTOR MINERO;MINERA CONFIANZA S.A.C.;CONCESION DE BENEFICIO CONFIANZA;AREQUIPA;CARAVELI;CHALA; 17.3 ; 38.2 ; 37.3 ; 41.4 ; 45.4 ; 45.2 ; 77.2 ; 40.9 ; 45.8 ; 95.8 ; -   ; -   ; 485 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;PEQUEÑO PRODUCTOR MINERO;MINERA LAYTARUMA S.A.;LAYTARUMA;AYACUCHO;LUCANAS;SANCOS; 1,077.7 ; 1,191.2 ; 627.6 ; 704.7 ; 989.6 ; 781.9 ; 1,226.6 ; 1,564.3 ; 1,429.3 ; 889.1 ; -   ; -   ; 10,482 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;PEQUEÑO PRODUCTOR MINERO;MINERA SOTRAMI S.A.;SANTA FILOMENA II;AYACUCHO;LUCANAS;SANCOS; 38.8 ; 49.2 ; 51.3 ; -   ; 49.3 ; 82.9 ; 17.3 ; -   ; 51.5 ; 89.9 ; -   ; -   ; 430 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;PEQUEÑO PRODUCTOR MINERO;MINERA YANAQUIHUA S.A.C.;PLANTA PILOTO ALPACAY;AREQUIPA;CONDESUYOS;YANAQUIHUA; 60.9 ; 62.3 ; 76.1 ; 85.6 ; 63.1 ; 79.3 ; 52.9 ; 44.8 ; 74.6 ; 73.4 ; -   ; -   ; 673 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;PEQUEÑO PRODUCTOR MINERO;MINERALES DE AYABACA S.A.C.;MINERA LAS LOMAS S.AC.;PIURA;PIURA;LAS LOMAS; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;PEQUEÑO PRODUCTOR MINERO;SOCIEDAD MINERA DE RESPONSABILIDAD LIMITADA ACUMULACION LOS ROSALES;PLANTA CONC.LOS ROSALES;PUNO;PUNO;VILQUE; 0.0 ; 0.0 ; 18.7 ; 13.8 ; -   ; 28.9 ; 18.9 ; 31.0 ; 50.8 ; 67.4 ; -   ; -   ; 229 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;A & M MINERIA Y MAQUINARIAS S.A.C.;SEDUCTORA;LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA; 19.8 ; 23.2 ; -   ; 103.7 ; 48.1 ; 49.4 ; 31.9 ; 33.2 ; 30.6 ; 31.4 ; -   ; -   ; 371 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;ANABI S.A.C.;ANAMA;APURÍMAC;ANTABAMBA;HUAQUIRCA; 32.1 ; 27.3 ; 29.4 ; 30.1 ; 27.5 ; 29.1 ; 34.7 ; 22.9 ; 17.8 ; 15.3 ; -   ; -   ; 266 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;ANABI S.A.C.;UTUNSA;APURÍMAC;COTABAMBAS;HAQUIRA; -   ; 0.4 ; -   ; 0.8 ; -   ; 0.6 ; -   ; 0.0 ; -   ; -   ; -   ; -   ; 2 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;APUMAYO S.A.C.;APUMAYO;AYACUCHO;LUCANAS;CHAVIÑA; 201.0 ; 260.7 ; 179.0 ; 196.6 ; 199.2 ; 234.9 ; 579.3 ; 831.4 ; 665.6 ; 642.7 ; -   ; -   ; 3,991 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;ARUNTANI S.A.C.;JESSICA;PUNO;LAMPA;OCUVIRI; -   ; -   ; 0.4 ; -   ; -   ; 0.8 ; -   ; -   ; -   ; -   ; -   ; -   ; 1 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;ARUNTANI S.A.C.;TUCARI;MOQUEGUA;MARISCAL NIETO;CARUMAS; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;CONC. ORCOPAMPA;AREQUIPA;CASTILLA;ORCOPAMPA; 74.7 ; 56.4 ; 76.1 ; 26.3 ; 84.9 ; 56.6 ; 70.3 ; 75.1 ; 75.9 ; 174.4 ; -   ; -   ; 771 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;TAMBOMAYO;AREQUIPA;CAYLLOMA;TAPAY; 49.8 ; 51.7 ; 69.3 ; 46.2 ; 52.0 ; 51.9 ; 67.2 ; 43.6 ; 73.9 ; -   ; -   ; -   ; 506 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;COMPAÑÍA MINERA ARES S.A.C.;INMACULADA;AYACUCHO;PAUCAR DEL SARA SARA;OYOLO; 16,953.9 ; 14,206.6 ; 15,288.3 ; 15,194.0 ; 15,454.6 ; 10,464.1 ; 13,851.3 ; 16,000.0 ; 17,384.1 ; 17,893.0 ; -   ; -   ; 152,690 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;COMPAÑÍA MINERA CARAVELI S.A.C.;CHACCHUILLE;AREQUIPA;CARAVELI;HUANUHUANU; 14.6 ; 13.8 ; 14.4 ; 15.1 ; 8.7 ; 15.2 ; 14.2 ; 18.4 ; 16.5 ; 24.9 ; -   ; -   ; 156 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;COMPAÑÍA MINERA CARAVELI S.A.C.;LA ESTRELLA;LA LIBERTAD;PATAZ;TAYABAMBA; 4.0 ; 4.3 ; 5.4 ; 6.8 ; 4.8 ; 4.4 ; 5.0 ; 3.4 ; 6.3 ; 5.4 ; -   ; -   ; 50 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;COMPAÑÍA MINERA COIMOLACHE S.A.;TANTAHUATAY;CAJAMARCA;HUALGAYOC;CHUGUR; 954.8 ; 657.3 ; 871.5 ; 865.2 ; 790.8 ; 677.9 ; 922.1 ; 775.8 ; 664.3 ; 664.4 ; -   ; -   ; 7,844 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;COMPAÑÍA MINERA PODEROSA S.A.;MARAÑON;LA LIBERTAD;PATAZ;PATAZ; 272.9 ; 231.2 ; 303.7 ; 328.5 ; 271.5 ; 324.4 ; 291.1 ; 329.8 ; 261.3 ; 495.2 ; -   ; -   ; 3,110 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;COMPAÑÍA MINERA PODEROSA S.A.;SANTA MARIA I;LA LIBERTAD;PATAZ;PATAZ; 238.3 ; 222.2 ; 281.7 ; 246.0 ; 254.8 ; 215.0 ; 202.2 ; 195.6 ; 197.0 ; -   ; -   ; -   ; 2,053 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;CORPORACIÓN MINERA CENTAURO S.A.C.;QUICAY;PASCO;PASCO;SIMON BOLIVAR; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;JONGOS E.I.R.L.;PLANTA DE BENEFICIO DE MINERALES AURIFEROS JONGOS;LA LIBERTAD;SANCHEZ CARRION;SARIN; 79.3 ; -   ; 48.6 ; 45.9 ; 25.5 ; 46.3 ; 62.7 ; -   ; -   ; -   ; -   ; -   ; 308 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;LA ARENA S.A.;LA ARENA;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO; 87.1 ; 94.3 ; 90.5 ; 51.0 ; 49.6 ; 56.2 ; 60.1 ; 62.3 ; 57.5 ; 91.4 ; -   ; -   ; 700 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;MINERA AURIFERA RETAMAS S.A.;SAN ANDRES AMPLIADO;LA LIBERTAD;PATAZ;PARCOY; 195.1 ; 185.8 ; 220.4 ; 200.6 ; 187.1 ; 180.8 ; 181.3 ; 169.8 ; 178.2 ; 191.6 ; -   ; -   ; 1,891 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;MINERA BARRICK PERÚ S.A.;MISQUICHILCA;ÁNCASH;HUARAZ;INDEPENDENCIA; 47.0 ; 56.8 ; 51.9 ; 48.7 ; 69.0 ; 52.3 ; 31.7 ; 25.4 ; 49.9 ; 11.8 ; -   ; -   ; 445 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;MINERA BOROO MISQUICHILCA S.A.;ALTO CHICAMA;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA; 621.0 ; 682.1 ; 694.2 ; 728.8 ; 731.7 ; 685.8 ; 722.6 ; 754.6 ; 640.6 ; 918.2 ; -   ; -   ; 7,180 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;MINERA BOROO MISQUICHILCA S.A.;MISQUICHILCA;ÁNCASH;HUARAZ;INDEPENDENCIA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;MINERA COLIBRI S.A.C.;DOBLE D;AREQUIPA;CARAVELI;CHAPARRA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 105.7 ; 114.6 ; -   ; -   ; 220 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;MINERA IRL S.A.;CORIHUARMI;LIMA;YAUYOS;HUANTAN; 6.2 ; 11.9 ; 6.6 ; 8.4 ; 7.4 ; 6.9 ; 6.9 ; 7.7 ; 3.8 ; 5.0 ; -   ; -   ; 71 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;MINERA LA ZANJA S.R.L.;LA ZANJA;CAJAMARCA;SANTA CRUZ;PULAN; 245.0 ; 217.5 ; 263.2 ; 349.9 ; 371.9 ; 219.2 ; 383.3 ; 303.7 ; 296.9 ; 219.6 ; -   ; -   ; 2,870 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;MINERA TITAN DEL PERÚ S.R.L.;BELEN;AREQUIPA;CARAVELI;CHALA; 70.2 ; 52.8 ; 93.5 ; 67.8 ; 75.4 ; 88.6 ; 93.4 ; 113.7 ; 58.8 ; 78.0 ; -   ; -   ; 792 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;MINERA VETA DORADA S.A.C.;PLANTA DE BENEFICIO VETA DORADA;AREQUIPA;CARAVELI;CHALA; 555.9 ; 474.8 ; 119.9 ; 1,165.2 ; 649.4 ; 369.6 ; 149.9 ; 388.7 ; 565.9 ; 149.9 ; -   ; -   ; 4,589 
PLATA;KG. FINOS;CONCENTRACIÓN;LIXIVIACIÓN;RÉGIMEN GENERAL;MINERA YANACOCHA S.R.L.;P.LIXIV.CERRO YANACOCHA;CAJAMARCA;CAJAMARCA;CAJAMARCA; 95.0 ; 66.4 ; 67.4 ; 80.8 ; 26.5 ; 45.5 ; 61.6 ; 36.8 ; 22.4 ; -   ; -   ; -   ; 502 
