;;;;;;;;;;;;;;;;;;;;;;
PRODUCCIÓN METÁLICA ENERO - OCTUBRE 2022;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
METAL;UNIDAD DE MEDIDA;ETAPA;PROCESO;ESTRATO;TITULAR;UNIDAD;REGIÓN;PROVINCIA;DISTRITO;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SET;OCT;NOV;DIC;ACUM. ENE-DIC
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA EL DORADO DE ANANEA LTDA.;MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; 572.1 ; -   ; 2,858.1 ; 3,101.1 ; 3,292.4 ; 3,348.4 ; 3,332.2 ; 3,431.9 ; -   ; -   ; -   ; 19,936 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA ESTRELLA DE ORO DE ANANEA LTDA;MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; 1,718.7 ; 2,849.2 ; 2,812.9 ; 2,676.1 ; 2,712.3 ; -   ; -   ; -   ; -   ; -   ; 12,769 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA HALCON DE ORO DE ANANEA LTDA;MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; 514.7 ; 2,331.2 ; 2,394.2 ; 1,858.8 ; 2,814.6 ; 2,388.0 ; 2,396.7 ; 2,361.9 ; -   ; -   ; -   ; 17,060 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA LIMATA LIMITADA;AFC-12;PUNO;SAN ANTONIO DE PUTINA;ANANEA; 1,780.4 ; 3,686.0 ; 3,777.0 ; 4,295.2 ; 4,344.4 ; 4,449.2 ; 4,145.5 ; 4,076.0 ; 4,422.6 ; 3,806.0 ; -   ; -   ; 38,782 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA LOS ANDES DE ANANEA LTDA;LA MISTICA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; 1,233.0 ; 2,533.0 ; 2,796.0 ; 2,680.0 ; 2,796.0 ; 3,031.0 ; 3,454.0 ; 1,027.0 ; 2,966.0 ; -   ; -   ; 22,516 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA METALURGICA SAN FRANCISCO DE ANANEA LTD.;LA MISTICA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; 1,852.9 ; 2,779.4 ; 2,709.8 ; 2,731.4 ; 3,131.3 ; 2,764.5 ; 2,589.7 ; 2,546.7 ; 2,553.7 ; -   ; -   ; 23,659 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA MUNICIPAL DE ANANEA;ESTELA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; 1,012.1 ; 1,924.9 ; 2,087.4 ; 2,920.6 ; 2,849.1 ; 2,841.4 ; 2,841.4 ; 2,850.4 ; -   ; -   ; 19,327 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA NUEVA TERESITA LTDA.;NUEVA TERESITA 2006;PUNO;SAN ANTONIO DE PUTINA;ANANEA; 3,768.3 ; 1,833.3 ; 1,187.5 ; 2,676.2 ; 3,540.4 ; 3,183.7 ; 3,956.6 ; 4,166.3 ; 3,925.1 ; 3,910.2 ; -   ; -   ; 32,148 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA ORO SUR-LIMATA LIMITADA;JESUS 2004 DOS;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA SAN ANTONIO DE ANANEA LTDA;MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; -   ; 3,763.0 ; 3,729.8 ; 3,873.0 ; 3,957.5 ; -   ; -   ; -   ; -   ; -   ; 15,323 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA SAN JUAN DE DIOS DE PAMPA BLANCA LTDA;ESTELA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; 1,049.5 ; 2,850.3 ; 2,838.3 ; 2,875.8 ; 2,869.4 ; 3,041.6 ; 2,843.0 ; 2,876.5 ; 2,454.8 ; -   ; -   ; 23,699 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA SAN MIGUEL DE APOROMA LTDA.;APOROMA  5;PUNO;SANDIA;PHARA; 147.4 ; 166.3 ; 178.3 ; 1,005.0 ; 185.4 ; 188.2 ; 3,470.1 ; 309.8 ; 1,800.8 ; 3,658.3 ; -   ; -   ; 11,110 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA SAN MIGUEL DE APOROMA LTDA.;APOROMA 3;PUNO;SANDIA;PHARA; 125.5 ; 145.4 ; 161.4 ; 1,163.5 ; 160.5 ; 172.3 ; 422.3 ; 259.0 ; 2,039.8 ; -   ; -   ; -   ; 4,650 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA SAN MIGUEL DE APOROMA LTDA.;APOROMA 4;PUNO;SANDIA;ALTO INAMBARI; 111.6 ; -   ; 140.4 ; 1,047.8 ; 137.6 ; -   ; 1,008.0 ; 188.2 ; 1,807.7 ; -   ; -   ; -   ; 4,441 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA SANTIAGO DE ANANEA LTDA.;ESTELA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; 2,266.1 ; 2,636.3 ; -   ; -   ; 3,221.4 ; 2,923.5 ; 3,282.6 ; 3,487.7 ; 6,875.9 ; -   ; -   ; 24,694 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA SANTIAGO DE ANANEA LTDA.;MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; 2,896.5 ; -   ; -   ; 3,783.9 ; 3,253.1 ; 3,757.4 ; 3,511.3 ; -   ; -   ; -   ; 17,202 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;COOPERATIVA MINERA SEÑOR DE ANANEA LTDA;LA MISTICA;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; 2,921.4 ; 2,327.1 ; 3,595.0 ; -   ; 3,918.4 ; 4,556.1 ; 4,137.7 ; 3,808.5 ; 3,903.8 ; -   ; -   ; 29,168 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;CORPORACIÓN & SERVICIOS MULTIPLES TUMI DE ORO SOCIEDAD ANONIMA;AFC-9;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 639.2 ; -   ; 343.9 ; -   ; -   ; 983 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;CORPORACIÓN & SERVICIOS MULTIPLES TUMI DE ORO SOCIEDAD ANONIMA;CLEMENCIA-A;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 866.6 ; 295.1 ; -   ; -   ; -   ; 1,162 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;CORPORACIÓN CAYETANA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - CORPCA S.R.L.;CECILIO GREGORIA Y;MADRE DE DIOS;MANU;HUEPETUHE; 2,607.3 ; 2,444.8 ; 2,395.5 ; 2,749.1 ; 1,985.9 ; 1,960.2 ; 1,705.8 ; 1,490.0 ; 1,310.8 ; 1,327.6 ; -   ; -   ; 19,977 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;CORPORACIÓN ESMERALDA DE ORO S.A.C.;GANDY & MARILUZ II;MADRE DE DIOS;MANU;HUEPETUHE; 883.0 ; 832.0 ; 785.0 ; 805.6 ; 1,217.2 ; 807.5 ; 949.6 ; 1,013.3 ; 1,120.1 ; 955.5 ; -   ; -   ; 9,369 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;CORPORACIÓN FERJU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;IGOR 2003 DOS;MADRE DE DIOS;MANU;HUEPETUHE; -   ; 1,151.5 ; 694.4 ; 1,448.0 ; 637.3 ; 1,102.2 ; -   ; 1,205.6 ; 708.2 ; -   ; -   ; -   ; 6,947 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;CORPORACIÓN MINERA SANTA TERESA ITUATA E.I.R.L.;CHIBOLO 2;PUNO;CARABAYA;AYAPATA; 673.6 ; 736.0 ; 896.8 ; 3,038.4 ; 764.8 ; 1,313.6 ; 1,547.2 ; 845.6 ; -   ; 1,076.8 ; -   ; -   ; 10,893 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;CORPORACIÓN PACHAKORI E.I.R.L.;ORION 4;MADRE DE DIOS;TAMBOPATA;INAMBARI; 771.3 ; 201.9 ; 1,037.8 ; 882.0 ; 392.0 ; 588.0 ; 343.0 ; 343.0 ; 196.0 ; 294.0 ; -   ; -   ; 5,049 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;CORPORATION MAWIFCAP-PERÚ S.A.C.;PROYECTO CONDOR;PUNO;SAN ANTONIO DE PUTINA;ANANEA; -   ; -   ; -   ; 252.1 ; 444.0 ; 367.2 ; 373.8 ; 404.5 ; 181.7 ; 260.7 ; -   ; -   ; 2,284 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;CRUZ HERMOZA VICTORIA;APU HUAIHUARAN;MADRE DE DIOS;MANU;HUEPETUHE; -   ; 1,164.0 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1,154.3 ; -   ; -   ; 2,318 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;CRUZ HERMOZA VICTORIA;HARRIS I;MADRE DE DIOS;MANU;HUEPETUHE; -   ; -   ; 1,261.0 ; 1,068.9 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2,330 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;CRUZ HERMOZA VICTORIA;MORITA V;MADRE DE DIOS;MANU;HUEPETUHE; 1,164.0 ; -   ; -   ; -   ; -   ; -   ; -   ; 1,041.8 ; -   ; -   ; -   ; -   ; 2,206 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;CUPARA QUISPE AMBROCIA;RAYO 2002;MADRE DE DIOS;TAMBOPATA;INAMBARI; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;DELGADO CHOQUE ANDRES;AMAUTA I;MADRE DE DIOS;TAMBOPATA;LABERINTO; 129.7 ; 104.3 ; -   ; 147.2 ; 89.7 ; 107.3 ; 908.7 ; -   ; 112.1 ; 74.1 ; -   ; -   ; 1,673 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;E.C. IMPORT TRUCKS S.R.L.;COCHAPUNCO;MADRE DE DIOS;MANU;HUEPETUHE; 463.9 ; 369.4 ; 797.9 ; -   ; -   ; 186.2 ; -   ; -   ; 280.7 ; 155.6 ; -   ; -   ; 2,254 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EL PACIFICO DORADO S.A.C.;MIRIAM PILAR UNO;ÁNCASH;SANTA;CACERES DEL PERÚ; -   ; 1,073.8 ; -   ; -   ; -   ; -   ; -   ; -   ; 160.1 ; 320.2 ; -   ; -   ; 1,554 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA DE EXPLORACION Y ADMINISTRACION MINERO METALURGICA S.A.;MANSURY UNO;PUNO;SAN ANTONIO DE PUTINA;ANANEA; 1,259.3 ; 1,254.4 ; 1,105.4 ; 486.1 ; 1,058.4 ; 1,050.6 ; -   ; -   ; -   ; -   ; -   ; -   ; 6,214 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA DE SERVICIOS GENERALES JUVID S.R.L.;DOS ESTRELLAS;MADRE DE DIOS;MANU;HUEPETUHE; 1,709.1 ; -   ; 1,942.9 ; -   ; -   ; -   ; -   ; 1,087.4 ; -   ; 1,009.8 ; -   ; -   ; 5,749 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA DE SERVICIOS GENERALES JUVID S.R.L.;MI LEYDI;CUSCO;ACOMAYO;RONDOCAN; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1,126.2 ; -   ; -   ; -   ; -   ; 1,126 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA DE SERVICIOS GENERALES JUVID S.R.L.;VILLA 8-C;MADRE DE DIOS;MANU;HUEPETUHE; -   ; 1,746.0 ; -   ; 2,131.1 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3,877 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA MINERA CORAZON DE HUAYNA S.A.;SAGRADO HUYNA;PUNO;SANDIA;PHARA; 4,191.8 ; 4,485.1 ; 2,026.5 ; 1,506.9 ; 3,948.5 ; -   ; -   ; -   ; -   ; 5,029.2 ; -   ; -   ; 21,188 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA MINERA CRISTIAN MARLY SOCIEDAD ANÒNIMA CERRADA -EMPRESA MINERA CRISTIAN MARLY S.A.C.;JEANNE LINDA XXVII;MADRE DE DIOS;MANU;HUEPETUHE; 345.9 ; 1,193.6 ; 1,828.2 ; 1,899.2 ; 1,129.9 ; 592.9 ; -   ; 494.9 ; 573.3 ; 1,897.3 ; -   ; -   ; 9,955 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA MINERA FORTUNATO MATILDE ASOCIADOS S.R.L.;GALLO DE ORO 2002 IA;MADRE DE DIOS;MANU;HUEPETUHE; -   ; -   ; -   ; -   ; 0.0 ; -   ; -   ; -   ; -   ; 2,168.1 ; -   ; -   ; 2,168 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA MINERA FORTUNATO MATILDE ASOCIADOS S.R.L.;GALLO DE ORO 2002-I;MADRE DE DIOS;MANU;HUEPETUHE; 2,504.7 ; 2,603.7 ; 3,336.3 ; -   ; -   ; 2,107.9 ; 4,435.2 ; 2,712.6 ; 2,841.3 ; -   ; -   ; -   ; 20,542 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA MINERA GRUS YOSEAN E.I.R.L.;MESON VIII;MADRE DE DIOS;MANU;HUEPETUHE; 393.0 ; 188.2 ; 492.9 ; 344.0 ; 297.9 ; 215.6 ; 107.8 ; 264.6 ; 91.1 ; 125.4 ; -   ; -   ; 2,521 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA MINERA LUCAS S.C.R.L.;GLASA III;MADRE DE DIOS;MANU;HUEPETUHE; 362.6 ; 431.2 ; 450.8 ; 705.6 ; 720.3 ; 668.4 ; 637.0 ; 779.1 ; 779.1 ; 1,378.9 ; -   ; -   ; 6,913 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA MINERA LUCAS S.C.R.L.;THRILLER;MADRE DE DIOS;MANU;HUEPETUHE; 458.6 ; 345.0 ; 350.8 ; 639.0 ; 662.5 ; 601.7 ; 597.8 ; 745.8 ; 688.9 ; -   ; -   ; -   ; 5,090 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA MINERA MARCELO´S SRL;CECILIO GREGORIA A;MADRE DE DIOS;MANU;HUEPETUHE; 1,312.0 ; 3,290.8 ; 2,128.5 ; -   ; 3,410.6 ; 1,593.7 ; 1,536.6 ; 1,627.2 ; 1,497.2 ; 1,457.8 ; -   ; -   ; 17,854 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA MINERA MAYTE S.A.C.;DAGO II;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; 0.0 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 0 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA MINERA ORO PUNO S.A.;FADE-I;PUNO;SAN ANTONIO DE PUTINA;ANANEA; 862.1 ; 1,901.1 ; -   ; 3,326.7 ; -   ; 281.2 ; -   ; 0.4 ; 0.0 ; 0.4 ; -   ; -   ; 6,372 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA MINERA UNIDOS TELLEZ MEDINA S.A.C.;PLAYA LA UNION DOS;MADRE DE DIOS;TAMBOPATA;INAMBARI; -   ; -   ; -   ; 56.8 ; 39.2 ; -   ; 206.8 ; 138.2 ; 157.8 ; 103.9 ; -   ; -   ; 703 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;EMPRESA MINERA Y CONSTRUCTORA WILLIAMS S.A.C.;BELLA ESPERANZA;MADRE DE DIOS;MANU;HUEPETUHE; 2,803.3 ; 1,304.7 ; 1,138.8 ; 960.3 ; 307.5 ; 1,159.2 ; -   ; 271.6 ; 1,046.6 ; -   ; -   ; -   ; 8,992 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;ESGUAR JARA GILBERTO GASPAR;HERNAN;MADRE DE DIOS;TAMBOPATA;LABERINTO; 58.8 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 59 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;FARFAN CARDENAS VICTOR RAUL;VICTOR AARON I;MADRE DE DIOS;TAMBOPATA;INAMBARI; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3,388.1 ; -   ; -   ; -   ; 3,388 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;FARFAN CARDENAS VICTOR RAUL;VICTOR AARON II;MADRE DE DIOS;TAMBOPATA;INAMBARI; -   ; 177.5 ; -   ; 163.8 ; -   ; -   ; 273.0 ; -   ; -   ; -   ; -   ; -   ; 614 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;FLORES RIVERA VICTOR HUGO;MARJORIE;MADRE DE DIOS;TAMBOPATA;INAMBARI; -   ; 301.8 ; -   ; 523.3 ; 373.4 ; 1,134.8 ; 541.0 ; 1,369.1 ; 759.5 ; -   ; -   ; -   ; 5,003 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;FLORES RIVERA VICTOR HUGO;RUTH I;MADRE DE DIOS;TAMBOPATA;LABERINTO; 416.5 ; 463.5 ; 492.9 ; 113.7 ; -   ; -   ; -   ; -   ; 514.5 ; -   ; -   ; -   ; 2,001 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;GALLEGOS CCAPA BENIGNA;CARLOS;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; 0.0 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 0 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;GARMAY S.A.C.;CHILLIMAYO DOS MIL;CUSCO;QUISPICANCHI;CAMANTI; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;GOLD ELEMENTS S.A.C.;FREDY DOS;MADRE DE DIOS;MANU;HUEPETUHE; 163.7 ; 233.2 ; -   ; -   ; 36.3 ; 27.4 ; -   ; 55.9 ; -   ; -   ; -   ; -   ; 516 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;GOYA E.I.R.L.;ALUVIAL 93-B;MADRE DE DIOS;MANU;HUEPETUHE; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;GRUPO METAL DORADO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;CARUPHE SAC 2;MADRE DE DIOS;MANU;MADRE DE DIOS; 1,479.8 ; 2,465.7 ; 2,834.2 ; 2,289.1 ; 2,498.0 ; 2,474.3 ; 1,980.8 ; 2,955.0 ; 1,036.8 ; 1,481.8 ; -   ; -   ; 21,495 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;GUTIERREZ VDA DE FLORES GUADALUPE;PLAYA BOCA UNION;MADRE DE DIOS;TAMBOPATA;LABERINTO; 103.8 ; -   ; 97.0 ; 170.7 ; -   ; -   ; 413.2 ; 379.3 ; 145.5 ; 147.4 ; -   ; -   ; 1,457 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;GUTIERREZ VDA DE FLORES GUADALUPE;PLAYA LINDER;MADRE DE DIOS;TAMBOPATA;LABERINTO; -   ; -   ; -   ; -   ; 157.1 ; 83.4 ; -   ; -   ; -   ; -   ; -   ; -   ; 241 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;GUTIERREZ VILLACORTA ROLAND;SELVA DE ORO UNO;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; 49.0 ; 49.0 ; -   ; 29.4 ; -   ; -   ; 230.3 ; -   ; -   ; -   ; -   ; 358 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;GUZMAN LIRA FELIPE ASCENCION;JASIRA;MADRE DE DIOS;MANU;HUEPETUHE; 197.9 ; 302.6 ; 448.1 ; -   ; 225.0 ; 144.5 ; -   ; -   ; 641.2 ; 581.0 ; -   ; -   ; 2,540 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;GUZMAN LOAIZA CLAUDIA;ORION D;MADRE DE DIOS;MANU;MADRE DE DIOS; 1,116.2 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1,116 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;HANCCO PILCO AGUSTIN;AGUSTIN DOS;MADRE DE DIOS;MANU;MADRE DE DIOS; 186.2 ; 585.1 ; -   ; 258.7 ; -   ; 97.0 ; 148.0 ; 193.1 ; 134.3 ; 49.0 ; -   ; -   ; 1,651 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;HERRERA URIZAR MIGUEL ANGEL AURELIO;JUAN URIEL;MADRE DE DIOS;TAMBOPATA;TAMBOPATA; 1,091.0 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1,091 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;HINCHO CAÑARI PABLO;GLORIA H;MADRE DE DIOS;TAMBOPATA;LABERINTO; 313.6 ; 206.8 ; 125.4 ; -   ; 20.6 ; 157.8 ; 92.1 ; 94.1 ; -   ; 80.4 ; -   ; -   ; 1,091 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;HUAMAN FLORES PEDRO FELIX;ANNY III;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; 271.6 ; 215.3 ; -   ; 241.5 ; -   ; -   ; 127.1 ; -   ; 181.4 ; -   ; -   ; 1,037 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;HUAMAN FLORES PEDRO FELIX;ANNY IV;MADRE DE DIOS;MANU;MADRE DE DIOS; 209.5 ; 15.5 ; -   ; -   ; -   ; -   ; 78.6 ; -   ; 55.3 ; -   ; -   ; -   ; 359 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;HUAMAN GONZALES DAVID YON;PLAYA HILDA Y CRISTAL;MADRE DE DIOS;MANU;MADRE DE DIOS; -   ; -   ; 160.1 ; 146.5 ; 107.7 ; -   ; 69.8 ; -   ; -   ; -   ; -   ; -   ; 484 
ORO;G. FINOS;CONCENTRACIÓN;GRAVIMETRÍA;PEQUEÑO PRODUCTOR MINERO;HUAMAN HUANCA LEONARDO;JOSUE  LUIS;MADRE DE DIOS;TAMBOPATA;INAMBARI; -   ; -   ; 2,095.2 ; 2,027.3 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4,123 
